0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
17,0,0.0,0.1,0.0
29,0,0.0,0.2,0.0
38,0,0.0,0.3,0.0
44,0,0.0,0.4,0.0
50,0,0.0,0.5,0.0
55,0,0.0,0.6,0.0
58,0,0.0,0.7,0.0
62,0,0.0,0.8,0.0
64,0,0.0,0.9,0.0
67,0,0.0,1.0,0.0
69,0,0.0,1.1,0.0
71,0,0.0,1.2,0.0
72,0,0.0,1.3,0.0
74,83.33333333333333,1.2,2.6,1.1
75,83.33333333333333,1.2,2.7,1.1
76,83.33333333333333,1.2,2.8,1.1
77,83.33333333333333,1.2,3.0,1.1
78,83.33333333333333,1.2,3.2,1.1
79,83.33333333333333,1.2,3.4,1.1
80,83.33333333333333,1.2,3.6,1.1
81,83.33333333333333,1.2,3.8,1.1
81,83.33333333333333,1.2,4.0,1.1
82,83.33333333333333,1.2,4.2,1.1
83,83.33333333333333,1.2,4.4,1.1
83,83.33333333333333,1.2,4.6,1.1
84,83.33333333333333,1.2,4.8,1.1
84,83.33333333333333,1.2,5.0,1.1
85,83.33333333333333,1.2,5.2,1.1
85,83.33333333333333,1.2,5.4,1.1
86,83.33333333333333,1.2,5.6,1.1
86,83.33333333333333,1.2,5.8,1.1
86,83.33333333333333,1.2,6.0,1.1
87,83.33333333333333,1.2,6.2,1.1
87,83.33333333333333,1.2,6.4,1.1
88,83.33333333333333,1.2,6.6,1.1
88,83.33333333333333,1.2,6.8,1.1
88,83.33333333333333,1.2,7.0,1.1
88,83.33333333333333,1.2,7.2,1.1
89,83.33333333333333,1.2,7.4,1.1
89,83.33333333333333,1.2,7.6,1.1
89,83.33333333333333,1.2,10.2,3.4
89,83.33333333333333,1.2,10.4,3.4
90,83.33333333333333,1.2,10.6,3.4
90,83.33333333333333,1.2,10.8,3.4
90,83.33333333333333,1.2,11.0,3.4
90,83.33333333333333,1.2,11.2,3.4
90,83.33333333333333,1.2,11.4,3.4
91,83.33333333333333,1.2,11.6,3.4
91,83.33333333333333,1.2,11.8,3.4
91,83.33333333333333,1.2,12.0,3.4
91,83.33333333333333,1.2,12.2,3.4
91,83.33333333333333,1.2,12.4,3.4
91,83.33333333333333,1.2,12.6,3.4
92,83.33333333333333,1.2,12.8,3.4
92,83.33333333333333,1.2,13.0,3.4
92,83.33333333333333,1.2,13.2,3.4
92,83.33333333333333,1.2,13.5,3.4
92,83.33333333333333,1.2,13.8,3.4
92,83.33333333333333,1.2,14.1,3.4
92,83.33333333333333,1.2,14.4,3.4
92,83.33333333333333,1.2,14.7,3.4
93,83.33333333333333,1.2,15.0,3.4
93,83.33333333333333,1.2,15.3,3.4
93,83.33333333333333,1.2,15.6,3.4
93,83.33333333333333,1.2,15.9,3.4
93,83.33333333333333,1.2,16.2,3.4
93,83.33333333333333,1.2,16.5,3.4
93,83.33333333333333,1.2,16.8,3.4
93,83.33333333333333,1.2,17.1,3.4
93,83.33333333333333,1.2,17.4,3.4
93,83.33333333333333,1.2,17.7,3.4
94,83.33333333333333,1.2,18.0,3.4
94,83.33333333333333,1.2,18.3,3.4
94,83.33333333333333,1.2,18.6,3.4
94,83.33333333333333,1.2,18.9,3.4
94,83.33333333333333,1.2,19.2,3.4
94,83.33333333333333,1.2,19.4,3.4
94,83.33333333333333,1.2,19.5,3.4
94,83.33333333333333,1.2,19.6,3.4
94,83.33333333333333,1.2,19.7,3.4
94,83.33333333333333,1.2,19.8,3.4
94,83.33333333333333,1.2,19.9,3.4
94,83.33333333333333,1.2,20.0,3.4
94,83.33333333333333,1.2,20.1,3.4
94,83.33333333333333,1.2,20.2,3.4
95,83.33333333333333,1.2,20.3,3.4
95,83.33333333333333,1.2,20.5,3.4
95,83.33333333333333,1.2,20.7,3.4
95,83.33333333333333,1.2,20.9,3.4
95,83.33333333333333,1.2,21.1,3.4
95,83.33333333333333,1.2,21.3,3.4
95,83.33333333333333,1.2,21.5,3.4
95,83.33333333333333,1.2,21.7,3.4
95,83.33333333333333,1.2,21.9,3.4
95,83.33333333333333,1.2,22.1,3.4
95,83.33333333333333,1.2,22.3,3.4
95,83.33333333333333,1.2,22.5,3.4
95,83.33333333333333,1.2,22.8,3.4
95,83.33333333333333,1.2,23.1,3.4
95,83.33333333333333,1.2,23.4,3.4
95,83.33333333333333,1.2,23.7,3.4
95,83.33333333333333,1.2,24.0,3.4
95,83.33333333333333,1.2,24.3,3.4
95,83.33333333333333,1.2,24.6,3.4
95,83.33333333333333,1.2,24.9,3.4
95,83.33333333333333,1.2,25.2,3.4
96,83.33333333333333,1.2,25.5,3.4
96,83.33333333333333,1.2,25.8,3.4
96,83.33333333333333,1.2,26.1,3.4
96,83.33333333333333,1.2,26.4,3.4
96,83.33333333333333,1.2,26.7,3.4
96,83.33333333333333,1.2,26.9,3.4
96,83.33333333333333,1.2,27.1,3.4
96,83.33333333333333,1.2,27.3,3.4
96,83.33333333333333,1.2,27.5,3.4
96,83.33333333333333,1.2,27.7,3.4
96,83.33333333333333,1.2,27.9,3.4
96,83.33333333333333,1.2,28.1,3.4
96,83.33333333333333,1.2,28.3,3.4
96,83.33333333333333,1.2,28.5,3.4
96,83.33333333333333,1.2,28.7,3.4
96,83.33333333333333,1.2,28.9,3.4
96,83.33333333333333,1.2,29.1,3.4
96,83.33333333333333,1.2,29.3,3.4
96,83.33333333333333,1.2,29.6,3.4
96,83.33333333333333,1.2,29.9,3.4
96,83.33333333333333,1.2,30.2,3.4
96,83.33333333333333,1.2,30.5,3.4
96,83.33333333333333,1.2,30.7,3.4
96,83.33333333333333,1.2,30.9,3.4
96,83.33333333333333,1.2,31.1,3.4
96,83.33333333333333,1.2,31.3,3.4
96,83.33333333333333,1.2,31.5,3.4
96,83.33333333333333,1.2,31.7,3.4
96,83.33333333333333,1.2,31.9,3.4
96,83.33333333333333,1.2,32.1,3.4
96,83.33333333333333,1.2,32.4,3.4
97,83.33333333333333,1.2,32.7,3.4
97,83.33333333333333,1.2,33.0,3.4
97,83.33333333333333,1.2,33.3,3.4
97,83.33333333333333,1.2,33.6,3.4
97,83.33333333333333,1.2,33.9,3.4
97,83.33333333333333,1.2,34.2,3.4
97,83.33333333333333,1.2,34.5,3.4
97,83.33333333333333,1.2,34.8,3.4
97,83.33333333333333,1.2,35.1,3.4
97,83.33333333333333,1.2,35.4,3.4
97,83.33333333333333,1.2,35.7,3.4
97,83.33333333333333,1.2,36.0,3.4
97,83.33333333333333,1.2,36.3,3.4
97,83.33333333333333,1.2,36.6,3.4
97,83.33333333333333,1.2,36.9,3.4
97,83.33333333333333,1.2,37.2,3.4
97,83.33333333333333,1.2,37.5,3.4
97,83.33333333333333,1.2,37.8,3.4
97,83.33333333333333,1.2,38.1,3.4
97,83.33333333333333,1.2,38.4,3.4
97,83.33333333333333,1.2,38.7,3.4
97,83.33333333333333,1.2,38.9,3.4
97,83.33333333333333,1.2,39.1,3.4
97,83.33333333333333,1.2,39.3,3.4
97,91.59779614325069,13.3,39.5,3.4
97,91.59779614325069,13.3,39.6,3.4
97,91.59779614325069,13.3,39.7,3.4
97,91.59779614325069,13.3,39.8,3.4
97,91.59779614325069,13.3,39.9,3.4
97,91.59779614325069,13.3,40.0,3.4
97,91.59779614325069,13.3,40.1,3.4
97,91.59779614325069,13.3,40.2,3.4
97,91.59779614325069,13.3,40.3,3.4
97,91.59779614325069,13.3,40.4,3.4
97,91.59779614325069,13.3,40.5,3.4
97,91.59779614325069,13.3,40.6,3.4
97,91.59779614325069,13.3,40.8,3.4
97,91.59779614325069,13.3,41.0,3.4
97,91.59779614325069,13.3,41.2,3.4
97,91.59779614325069,13.3,41.4,3.4
97,91.59779614325069,13.3,41.6,3.4
97,91.59779614325069,13.3,41.8,3.4
97,91.59779614325069,13.3,42.0,3.4
97,91.59779614325069,13.3,42.2,3.4
97,91.59779614325069,13.3,42.4,3.4
97,91.59779614325069,13.3,42.6,3.4
97,91.59779614325069,13.3,42.8,3.4
97,91.59779614325069,13.3,43.0,3.4
97,91.59779614325069,13.3,43.2,3.4
97,91.59779614325069,13.3,43.4,3.4
97,91.59779614325069,13.3,43.6,3.4
97,91.59779614325069,13.3,43.8,3.4
97,91.59779614325069,13.3,44.0,3.4
97,91.59779614325069,13.3,62.7,21.9
97,91.59779614325069,13.3,62.8,21.9
97,91.59779614325069,13.3,62.9,21.9
97,91.59779614325069,13.3,63.0,21.9
98,91.59779614325069,13.3,63.1,21.9
